"week","prod_id","seasonality","holiday","big_holiday","weekly_price","weekly_discount","sales_amount","Email","Flyer","Paid_Search","Store_Display","Web_Display","TV","Radio","base_price","base","due_to_Price","due_to_Promo","due_to_Flyer","due_to_Email","due_to_Web_Display","due_to_Store_Display","due_to_Paid_Search","due_to_TV","due_to_Radio"
2015-12-27,138936953,5601.346939,"0",1,14.99,2,3,0,1,19444,0,0,0,0,14.99,1.20445745354848,0,1.55605295190809,0.308258334276802,0,0,0,0.17078199384746,0,0
2016-01-03,138936953,5435.05102,"0",0,14.99,0,7,0,0,47733,0,0,0,0,14.99,5.98084215830586,1.17195031154579e-14,0,0,0,0,0,1.01915784169412,0,0
2016-01-10,138936953,5335.27551,"0",0,14.99,0,3,0,0,29342,0,0,0,0,14.99,2.7223571114922,0,0,0,0,0,0,0.2776428885078,0,0
2016-01-17,138936953,5262.316327,"0",0,14.99,0,8,0,0,31367,0,0,0,0,14.99,7.21014148772409,0,0,0,0,0,0,0.789858512275906,0,0
2016-01-24,138936953,5252.102041,"0",0,14.99,0,3,0,0,24650,0,0,0,0,14.99,2.76447605473318,0,0,0,0,0,0,0.235523945266818,0,0
2016-01-31,138936953,5327.520408,"0",0,14.99,0,9,0,0,3288,0,0,0,0,14.99,8.90233440950329,0,0,0,0,0,0,0.0976655904967085,0,0
2016-02-07,138936953,5516.459184,"1",0,14.99,2,9,0,0,17507,0,0,0,0,14.99,4.07695980838881,0,4.68231652780978,0,0,0,0,0.465203430216393,0,0
2016-02-14,138936953,5686.591837,"0",0,14.99,0,4,0,0,23529,0,0,0,0,14.99,3.7023890736889,0,0,0,0,0,0,0.297610926311099,0,0
2016-02-21,138936953,5867.561224,"0",0,14.99,0,10,0,0,36556,0,0,0,0,14.99,8.8744254954034,0,0,0,0,0,0,1.1255745045966,0,0
2016-02-28,138936953,6017.255102,"0",0,14.99,0,3,0,0,1660,0,0,0,0,14.99,2.9837716407273,0,0,0,0,0,0,0.0162283592726987,0,0
2016-03-06,138936953,6209.806122,"0",0,14.99,0,7,0,0,22561,0,0,0,0,14.99,6.50623987976991,0,0,0,0,0,0,0.493760120230093,0,0
2016-03-13,138936953,6429.489796,"0",0,14.99,0,7,0,0,3769,0,0,0,0,14.99,6.91530446390853,0,0,0,0,0,0,0.0846955360914648,0,0
2016-03-20,138936953,6636.459184,"1",0,14.99,1,21,0,0,23157,0,0,0,0,14.99,13.638576623532,0,6.32418788327478,0,0,0,0,1.41813434629678,0,0
2016-03-27,138936953,6872.387755,"1",0,14.99,0,6,0,0,4912,0,0,0,0,14.99,5.90795667295885,0,0,0,0,0,0,0.0920433270411549,0,0
2016-04-03,138936953,7178.938776,"0",0,14.99,0,5,0,0,34775,0,0,0,0,14.99,4.48417534507506,0,0,0,0,0,0,0.515824654924938,0,0
2016-04-10,138936953,7395.22449,"0",0,14.99,0,13,0,0,12244,0,0,0,0,14.99,12.5132514414149,0,0,0,0,0,0,0.486748558585127,0,0
2016-04-17,138936953,7664.795918,"1",0,14.99,2,24,0,1,20063,0,0,0,0,14.99,10.7434988699989,0,11.2944347094954,2.0715123778146,0,0,0,1.17405451479962,0,0
2016-04-24,138936953,7919.316327,"1",0,14.99,2,14,0,0,3196,0,0,0,0,14.99,7.25480676021359,0,6.67530896246925,0,0,0,0,0.113232007211812,0,0
2016-05-01,138936953,8199.142857,"1",0,14.99,2,48,0,1,8889,0,0,0,0,14.99,22.8393804732371,0,21.9783430678734,3.95348336244805,0,0,0,0.99782567818135,0,0
2016-05-08,138936953,8516.928571,"0",0,14.99,0,18,0,0,34262,0,0,0,0,14.99,16.2833271040893,0,0,0,0,0,0,1.71667289591073,0,0
2016-05-15,138936953,8811.969388,"0",0,14.99,0,22,0,0,46593,0,0,0,0,14.99,19.2573373443609,3.80729531169402e-14,0,0,0,0,0,2.74266265563911,0,0
2016-05-22,138936953,9105.581633,"1",0,14.99,0,9,0,0,5554,0,0,0,0,14.99,8.86260824289657,0,0,0,0,0,0,0.137391757103432,0,0
2016-05-29,138936953,9522.030612,"0",0,14.99,0,22,0,0,28383,0,0,0,0,14.99,20.3637789044935,2.83110808010131e-14,0,0,0,0,0,1.63622109550651,0,0
2016-06-05,138936953,9967.591837,"1",0,14.99,5,76,0,1,34790,1,0,0.535736428809084,0.493787330243005,14.99,25.1494894915555,0,42.855351606468,1.92220965648692,0,0,0,1.86447678528736,2.34022744204613,0
2016-06-12,138936953,10402.4898,"0",0,14.99,0,28,0,0,37552,0,0,0.506194809912152,0.438977617910447,14.99,23.128459904321,3.20774014977492e-14,0,0,0,0,0,2.39712044812328,2.60511971267269,0
2016-06-19,138936953,10771.52041,"0",0,14.99,0,37,0,0,5543,0,0,0.477256972274267,0.387203723277589,14.99,33.3182706962185,0,0,0,0,0,0,0.473692065976601,3.23034528325849,0
2016-06-26,138936953,11120.06122,"0",0,14.99,0,19,0,0,16482,0,0,0.449065342002492,0.339192911388731,14.99,16.8636825175933,0,0,0,0,0,0,0.679464555310186,1.48151842662923,0
2016-07-03,138936953,11497.30612,"0",0,14.99,1,41,0,0,33914,0,4e+05,0.421738225446744,0.295358450996547,14.99,24.7576175018714,0,6.76956174809849,0,0,5.56370276423467,0,1.93809697249106,1.94739219847252,0
2016-07-10,138936953,11776.19388,"0",0,14.99,0,33,0,0,40955,0,2e+05,0.395370797782317,0.255857047014719,14.99,26.0686129292988,0,0,0,0,2.78760766854911,0,2.38304716143429,1.86027719720288,0
2016-07-17,138936953,11892.13265,"0",0,14.99,0,32,0,0,29209,0,4e+05,0.370036556615148,0.220649833259629,14.99,23.982307082127,0,0,0,0,4.9977614169181,0,1.52249355800676,1.5584605354774,0
2016-07-24,138936953,11859.92857,"0",0,14.99,1,66,0,0,28608,0,3e+05,0.345789092692387,0.189559024443169,14.99,43.1639434718275,0,10.8190045907272,0,0,6.63218086644771,0,2.60568501504927,2.54414626622959,0
2016-07-31,138936953,11748.41837,"0",0,14.99,0,49,0,0,41482,0,4e+05,0.322664051220265,0.162316196393666,14.99,35.9469164048819,0,0,0,0,7.73997955674818,0,3.35485673227351,2.10725536453327,0
2016-08-07,138936953,11537.63265,"1",0,14.99,2,71,0,1,8184,0,0,0.300681179555485,0.138600855210125,14.99,43.1681273125385,0,21.4929584009708,3.13117884913299,0,0,0,0.705345920587183,2.11119760466779,0
2016-08-14,138936953,11259.60204,"1",0,15.99,0,10,0,0,38927,0,0,0.279846378552315,0.118069600241598,14.99,15.4985974161846,-7.64294816291066,0,0,0,0,0,0.998268706677327,0.588836921581167,0
2016-08-21,138936953,10835.37755,"0",0,15.99,0,14,0,0,13910,0,0,0.260153694582893,0.100377040098805,14.99,24.2448301082104,-12.3375456419593,0,0,0,0,0,0.551221531100761,0.826246978960506,0
2016-08-28,138936953,10356.82653,"0",0,15.99,0,19,0,0,32201,0,0,0.241587206619196,0.085189946523915,14.99,32.0344494729538,-17.4259320911669,0,0,0,0,0,1.72877146252514,1.06401355216583,0
2016-09-04,138936953,9897.285714,"0",0,15.99,0,14,0,0,18891,0,0,0.224122777525842,0.0721961401932899,14.99,25.1388307239597,-13.700712259926,0,0,0,0,0,0.78362179627349,0.751915530519793,0
2016-09-11,138936953,9453.704082,"0",0,15.99,0,13,0,0,17587,0,0,0.20772965085785,0.0611094470775336,14.99,23.9369747010065,-13.2938136352136,0,0,0,0,0,0.69283599121435,0.661915417935689,0
2016-09-18,138936953,9003.265306,"0",0,15.99,0,9,0,0,42687,0,0,0.192371884139565,0.051671841849467,14.99,15.6132768192306,-9.38573621898139,0,0,0,0,0,1.13475791078576,0.429010201358867,0
2016-09-25,138936953,8594.27551,"0",0,15.99,0,3,0,0,16211,0,0,0.178009617067189,0.0436536634465723,14.99,5.75013843823127,-3.28635305647881,0,0,0,0,0,0.1524157318655,0.135585226823558,0
2016-10-02,138936953,8154.459184,"1",0,15.99,5,25,0,1,7044,1,0,0.472665657061331,0.638271261787645,14.99,8.69170872677526,-11.6363170093489,19.6903368884155,1.73169727781216,0,0,0,0.342827593821567,1.84463064453504,0
2016-10-09,138936953,7766.846939,"0",0,15.99,0,4,0,0,25588,0,0,0.444605804202449,0.581438595114474,14.99,7.07962515968026,-4.53048514263514,0,0,0,0,0,0.321052988514077,0.443785045219498,0
2016-10-16,138936953,7436.367347,"0",0,15.99,0,7,0,0,39205,0,0,0.417427312560093,0.524200042470333,14.99,12.0097217023767,-8.02583579869617,0,0,0,0,0,0.847674888924508,0.735304372478758,0
2016-10-23,138936953,7119.765306,"0",0,15.99,0,1,0,0,2643,0,0,0.391221760111861,0.46818029700581,14.99,1.96062815090864,-1.18316591361944,0,0,0,0,0,0.0087556805316637,0.100065970670854,0
2016-10-30,138936953,6883.785714,"1",0,15.99,1,9,0,0,14965,0,0,0.366059314428428,0.414659022551032,14.99,11.6360766873995,-9.98742829713888,2.85004598443893,0,0,0,0,0.425355600878734,0.8227474807503,0
2016-11-13,138936953,6712.010204,"0",0,15.99,0,5,0,0,45114,0,0,0.319048390033303,0.31843318373836,14.99,8.73458132509779,-5.93318930179682,0,0,0,0,0,0.700033537694054,0.412269139393867,0
2016-11-20,138936953,6632.091837,"0",0,15.99,0,4,0,0,41354,0,0,0.297250239542617,0.276591841010425,14.99,7.12542939759738,-4.77130308905221,0,0,0,0,0,0.517438579157455,0.308807594377269,0
2016-11-27,138936953,6553.765306,"1",0,15.99,2,14,0,1,16708,0,0,0.276599951149589,0.239086329613261,14.99,11.3673160141639,-14.4118971277692,7.39139090199864,1.48722931826588,0,0,0,0.711898165516203,0.944915362796674,0
2016-12-04,138936953,6488.877551,"1",0,15.99,0,3,0,0,48090,0,0,0.257089842759053,0.205807093528249,14.99,5.26946569107372,-3.5492875778676,0,0,0,0,0,0.44513841868371,0.200639840523842,0
2016-12-11,138936953,6408.908163,"0",0,15.99,0,8,0,0,5852,0,0,0.238702556543388,0.176529105882292,14.99,16.3632736326773,-9.74388052091974,0,0,0,0,0,0.15631735587155,0.504133574569596,0
2016-12-18,138936953,6241.306122,"1",0,15.99,2,5,2e+05,1,15524,0,0,0.221412786350369,0.150955713531825,14.99,3.89300985469506,-5.23227189016298,2.64981475630493,0.534988390034734,0.278824334647279,0,0,0.238436176917148,0.273865012259707,0
2016-12-25,138936953,5913.846939,"1",0,15.99,2,11,2e+05,0,20837,0,0,0.205188848570999,0.128752761205549,14.99,9.45505321148437,-12.0493327787228,5.89003423104583,0,0.626324747007895,0,0,0.713496018977834,0.57120892450593,0
2017-01-01,138936953,5601.346939,"0",1,15.99,2,6,2e+05,1,3894,0,0,0.189994088787556,0.109573775849652,14.99,4.85644046137025,-6.76501305302848,3.23315797899257,0.662775409683446,0.346067095995901,0,0,0.0755608533173342,0.292799865756075,0
2017-01-08,138936953,5435.05102,"0",0,15.99,0,2,0,0,12826,0,0,0.175788123658412,0.0930775720641186,14.99,4.11515330183913,-2.49949813933814,0,0,0,0,0,0.0856322389793029,0.0946110434218281,0
2017-01-15,138936953,5335.27551,"0",0,15.99,0,4,0,0,31447,0,0,0.162527922758836,0.0789397964696147,14.99,7.7602351746625,-4.99198093199182,0,0,0,0,0,0.407029613254066,0.175153261832955,0
2017-01-29,138936953,5252.102041,"0",0,15.99,0,2,0,0,37269,0,0,0.138664896988365,0.0565644056981509,14.99,3.83197037574237,-2.49870162912643,0,0,0,0,0,0.239013682831707,0.0749908991205183,0
2017-02-05,138936953,5327.520408,"0",0,15.99,0,3,0,0,10558,0,0,0.127970455954422,0.047808598293615,14.99,6.31038826293899,-3.76275374917767,0,0,0,0,0,0.106295173272921,0.104133687310634,0
2017-02-12,138936953,5516.459184,"0",0,15.99,0,1,0,0,10658,0,0,0.118039752772316,0.0403755568986263,14.99,2.10421417690631,-1.24922158119736,0,0,0,0,0,0.0356999092724569,0.0320048496778704,0
2017-02-19,138936953,5686.591837,"0",0,15.99,0,3,0,0,29633,0,0,0.108827845291137,0.0340749813626564,14.99,5.92163504200182,-3.71719650742958,0,0,0,0,0,0.287683518005885,0.088318050934509,0
2017-02-26,138936953,5867.561224,"1",0,15.99,5,13,0,1,21665,1,0,0.340334606941618,0.635811657340429,14.99,3.64666096035048,-9.66858206220958,10.8260516623677,1.18117999668033,0,0,0,0.723428517379447,0.913401789114862,0
2017-03-05,138936953,6017.255102,"0",0,15.99,0,5,0,0,45288,0,1e+05,0.317472770935268,0.578923086000721,14.99,8.12639133281834,-6.03981601110136,0,0,0,0.387356740647803,0,0.707452160187029,0.413378595514094,0
2017-03-12,138936953,6209.806122,"0",0,15.99,0,1,0,0,10114,0,2e+05,0.295755628496474,0.521706252383048,14.99,1.69409511295741,-1.20485681468312,0,0,0,0.149011687351363,0,0.0333802369758763,0.0771526758644431,0
2017-03-19,138936953,6429.489796,"0",0,15.99,0,11,0,0,47634,0,4e+05,0.275186162057131,0.465771948217338,14.99,14.076326229847,-12.7113067526907,0,0,0,2.99981614962162,0,1.6029268710018,0.777783253558142,0
2017-03-26,138936953,6636.459184,"0",0,15.99,0,5,0,0,8125,0,3e+05,0.255755947125877,0.412383851381423,14.99,7.91798451490641,-5.88384070668142,0,0,0,1.0672671416572,0,0.133103457367684,0.331957633054286,0
2017-04-09,138936953,7178.938776,"1",0,16.99,2,5,0,0,26566,0,0,0.220233545527676,0.316506749948848,14.99,9.68943261989304,-16.6071785013456,2.71224955180577,0,0,0,0,0.420770522106308,0.28567056774418,0
2017-04-16,138936953,7395.22449,"1",0,16.99,0,4,0,0,1530,0,0,0.204083474617168,0.274855819346932,14.99,18.3973612860572,-15.4437023040622,0,0,0,0,0,0.0208204986572758,0.218907034696401,0
2017-04-23,138936953,7664.795918,"1",0,16.99,2,6,0,0,22127,0,0,0.188959841134869,0.23753903227683,14.99,11.7669731796728,-19.0993982854585,3.23980661880207,0,0,0,0,0.419522732963113,0.292480874440185,0
2017-05-07,138936953,8199.142857,"1",0,16.99,5,21,0,1,13776,1,0,0.47085861507088,0.41315058705133,14.99,12.5073795487253,-31.692191059585,17.4482974376339,1.88460695140233,0,0,0,0.738562770338705,1.99722915556006,0
2017-05-14,138936953,8516.928571,"0",0,16.99,0,5,0,0,36217,0,0,0.442851604941385,0.363152294114896,14.99,18.5527404413574,-17.8476714675973,0,0,0,0,0,0.573361852167029,0.566848431759621,0
2017-05-21,138936953,8811.969388,"0",0,16.99,0,1,0,0,48031,0,0,0.415732442790118,0.317155665960141,14.99,3.54534882365164,-3.46442975349523,0,0,0,0,0,0.148428180408385,0.106167662904717,0
2017-05-28,138936953,9105.581633,"0",0,16.99,0,3,0,0,24956,0,0,0.38959129734176,0.275440493351475,14.99,11.3982616189553,-10.3395741115153,0,0,0,0,0,0.239603574324687,0.299150750478844,0
2017-06-04,138936953,9522.030612,"1",0,16.99,5,24,0,1,32108,1,0,0.52990225065372,0.601235126214849,14.99,14.4536238368088,-23.7684985814164,19.2608116718113,1.80988607425892,0,0,0,1.62464669047397,2.15585174277803,0
2017-06-11,138936953,9967.591837,"1",0,16.99,1,15,0,0,2581,0,0,0.500466665429168,0.543937442895761,14.99,38.1390930735765,-40.5602410662304,4.65476125622114,0,0,0,0,0.120930017851506,1.79777012799431,0
2017-06-18,138936953,10402.4898,"0",0,16.99,0,13,0,0,6873,0,0,0.471664724924471,0.487332850614363,14.99,47.1924688170774,-39.7618143394095,0,0,0,0,0,0.286203495932167,1.51519510571612,0
2017-06-25,138936953,10771.52041,"0",0,16.99,0,6,0,0,43939,0,0,0.443634074030806,0.432825476381065,14.99,18.9330843588887,-16.7968192636846,0,0,0,0,0,0.783900882664596,0.64683555538299,0
2017-07-02,138936953,11120.06122,"0",0,16.99,0,6,0,0,48573,0,0,0.416488387460003,0.38145551164183,14.99,18.256826289551,-15.9101588198678,0,0,0,0,0,0.8502414298446,0.601217468730834,0
2017-07-09,138936953,11497.30612,"0",0,16.99,1,23,0,0,26341,0,0,0.390318462128947,0.333911401462797,14.99,51.3675084842759,-49.2842223674602,6.80541601047809,0,0,0,0,1.71924904688862,2.04561426416636,0
2017-07-16,138936953,11776.19388,"0",0,16.99,0,17,0,0,20404,0,0,0.365193743975664,0.290573684152814,14.99,53.7615037364286,-42.5773812969477,0,0,0,0,0,1.03616467815508,1.48045100792643,0
2017-07-23,138936953,11892.13265,"0",0,16.99,0,10,0,0,34590,0,0,0.341164145327327,0.251573387917305,14.99,30.1057630598373,-24.0950086767476,0,0,0,0,0,1.00388024297246,0.807301420955977,0
2017-07-30,138936953,11859.92857,"0",0,16.99,0,8,0,0,28960,0,0,0.318262030681259,0.216852841971546,14.99,24.7205381802378,-19.6128848484142,0,0,0,0,0,0.680443430161528,0.606755301967781,0
2017-08-06,138936953,11748.41837,"1",0,16.99,0,13,0,0,18607,0,0,0.296504270983895,0.186221505869305,14.99,40.7954788579837,-31.3745356245792,0,0,0,0,0,0.717002667487363,0.916779448404266,0
2017-08-13,138936953,11537.63265,"1",0,16.99,0,5,0,0,38326,0,0,0.275894287725024,0.15940315672934,14.99,15.1855125983048,-12.1608847045554,0,0,0,0,0,0.554817308235361,0.329500322955491,0
2017-08-20,138936953,11259.60204,"0",0,16.99,0,6,0,0,47023,0,0,0.256424027470145,0.136073334099126,14.99,18.8680606891887,-15.8944276186025,0,0,0,0,0,0.824668952115136,0.376682609759588,0
2017-08-27,138936953,10835.37755,"0",0,16.99,0,6,0,0,15746,0,0,0.238075824323266,0.115887481144697,14.99,21.7207498131339,-17.598457575525,0,0,0,0,0,0.295707329473932,0.359420193840114,0
2017-09-03,138936953,10356.82653,"0",0,16.99,1,14,0,0,12535,0,0,0.220824122054562,0.0985010014244399,14.99,36.8620426723536,-38.0869070556625,4.34934883622254,0,0,0,0,0.541508036390497,0.765095139823218,0
2017-09-10,138936953,9897.285714,"0",0,16.99,0,2,0,0,8252,0,0,0.204637039273403,0.0835827298840412,14.99,8.04401676238676,-6.58734093204703,0,0,0,0,0,0.0536767010610487,0.106186496853075,0
2017-09-17,138936953,9453.704082,"0",0,16.99,0,10,0,0,25429,0,0,0.189477770253203,0.0708233003088024,14.99,39.2522166932395,-33.8615185631316,0,0,0,0,0,0.810229202881803,0.495524901194522,0
2017-09-24,138936953,9003.265306,"0",0,16.99,0,6,0,0,41691,0,0,0.175305821079825,0.0599397242044039,14.99,22.9627528899433,-20.8641421657657,0,0,0,0,0,0.78126008375793,0.277149650762075,0
2017-10-01,138936953,8594.27551,"1",0,16.99,5,19,0,1,36799,1,0,0.471132830859387,0.726980657344544,14.99,10.8756171456257,-24.4775242907395,15.6062142537376,1.60528297809267,0,0,0,1.6476040583705,1.70276387336742,0
2017-10-08,138936953,8154.459184,"0",0,16.49,0,3,0,0,45449,0,0,0.443117766539177,0.675075715251957,14.99,7.3212595800546,-6.30497907679222,0,0,0,0,0,0.419790440971607,0.335622294086606,0
2017-10-15,138936953,7766.846939,"0",0,16.49,0,12,0,0,36119,0,0,0.415989571075138,0.619553833987037,14.99,30.7810493819212,-26.0085609925056,0,0,0,0,0,1.3655472084683,1.27571242480979,0
2017-10-22,138936953,7436.367347,"0",0,16.49,0,5,0,0,33783,0,0,0.389838626800316,0.562387553468672,14.99,13.135044030659,-11.0574260363699,0,0,0,0,0,0.537151438904215,0.502632980418416,0
2017-10-29,138936953,7119.765306,"1",0,16.49,0,5,0,0,37586,0,0,0.364733996817929,0.50538954855464,14.99,13.0578209456813,-11.0494992525924,0,0,0,0,0,0.593910605000785,0.471686610869655,0
2017-11-05,138936953,6883.785714,"0",0,16.49,0,2,0,0,35174,0,0,0.34072524657174,0.450075721622806,14.99,5.3697288383803,-4.54286206622957,0,0,0,0,0,0.224856007974374,0.178169766589372,0
2017-11-12,138936953,6772.306122,"0",0,16.49,0,4,0,0,11260,0,0,0.317844431757292,0.397604190491534,14.99,11.7484534675387,-9.2120661969084,0,0,0,0,0,0.150249274315139,0.334690844634465,0
2017-11-19,138936953,6712.010204,"0",0,16.49,0,5,0,0,42447,0,0,0.29610815306901,0.348773003311526,14.99,13.3064323907291,-11.4217731786585,0,0,0,0,0,0.671493847719407,0.389981445031385,0
2017-11-26,138936953,6632.091837,"1",0,16.49,2,9,0,1,17876,0,0,0.27551959948151,0.30405586981595,14.99,10.6825318683222,-17.6693137057318,4.83316551793864,0.987630986626007,0,0,0,0.505965968947859,0.626019189951673,0
2017-12-03,138936953,6553.765306,"1",0,16.49,0,3,0,0,43517,0,0,0.256070521026969,0.263657442457701,14.99,8.01643930264545,-6.81483364888612,0,0,0,0,0,0.411734870821291,0.203093141049243,0
2017-12-10,138936953,6488.877551,"0",0,16.49,0,1,0,0,33577,0,0,0.237743088851629,0.227574369496805,14.99,2.79932564314934,-2.3146248083287,0,0,0,0,0,0.108150431371468,0.0633405717307996,0
2017-12-17,138936953,6408.908163,"1",0,16.49,0,1,2e+05,0,25195,0,0,0.220511614527209,0.195653283517537,14.99,2.70743487539718,-2.28763602081522,0,0,0.0599824019933348,0,0,0.0820019667930021,0.0586873505421151,0
2017-12-24,138936953,6241.306122,"1",0,16.49,2,9,2e+05,0,15925,0,0,0.204344112191846,0.167640991612962,14.99,11.6290635683073,-18.5770083196068,4.87034627533878,0,0.523628505280146,0,0,0.459235672581207,0.475688521933689,0
2017-12-31,138936953,5913.846939,"0",1,16.49,2,8,2e+05,1,45114,0,0,0.189203696278138,0.143225065301401,14.99,8.40377936739238,-16.5795591700578,4.33180492293657,0.892013462881732,0.466023506276906,0,0,1.10742697319957,0.392727383312851,0
